职位名称,公司全名,公司简称,公司规模,城市,区域,工作经验,学历要求,工资,融资阶段,职位福利
Java研发工程师,北京懒猫联银科技有限公司,懒猫联银,150-500人,北京,朝阳区,不限,本科,16k-24k,不需要融资,带薪年假、年底奖金、带薪病假、生日假等
java高级开发工程师,北京闪银奇异科技有限公司,闪银奇异,500-2000人,北京,朝阳区,3-5年,本科,20k-30k,D轮及以上,七险一金 免费午餐 免费健身
Java软件开发工程师（北京）,信雅达系统工程股份有限公司,信雅达,2000人以上,北京,东城区,3-5年,本科,10k-20k,上市公司,绩效奖金 餐饮补贴 带薪年假 员工体检
高级Java工程师,中信百信银行股份有限公司,百信银行,150-500人,北京,朝阳区,5-10年,本科,25k-50k,不需要融资,待遇好，福利优，发展快，领导好，环境佳
Java开发,北京新东方迅程网络科技股份有限公司,新东方在线,500-2000人,北京,海淀区,5-10年,本科,20k-35k,不需要融资,"地铁周边,发展空间"
JAVA工程师,北京助成享科技有限公司,助成享,500-2000人,北京,朝阳区,5-10年,本科,28k-32k,D轮及以上,弹性时间 领导nice 全额五险一金
高级Java研发工程师,北京夜神数娱科技有限公司,夜神数娱,150-500人,北京,海淀区,5-10年,本科,20k-35k,C轮,"扁平管理,六险一金,境外旅游,福利多多"
Java工程师,北京百家互联科技有限公司,跟谁学,2000人以上,北京,海淀区,3-5年,本科,15k-25k,A轮,"弹性工作,六险一金,餐补饭补,带薪年假"
java工程师,北京掌上先机网络科技有限公司,掌上先机-旺店通ERP,500-2000人,北京,海淀区,1-3年,本科,10k-20k,不需要融资,"多次调薪,股票期权,结构扁平"
java开发工程师,北京闪银奇异科技有限公司,闪银奇异,500-2000人,北京,朝阳区,3-5年,本科,18k-25k,D轮及以上,"七险一金,核心业务,大牛领导,团建活动"
Java开发工程师,信雅达系统工程股份有限公司,信雅达,2000人以上,北京,海淀区,3-5年,本科,8k-15k,上市公司,"五险一金,带薪年假,餐补,节假日福利"
Java开发工程师-FF,凡普金科集团有限公司,凡普金科,2000人以上,北京,东城区,3-5年,本科,15k-25k,不需要融资,成熟的团队 轻松氛围
java开发工程师,深圳雷炎科技有限公司,雷炎科技 MOTI,50-150人,北京,朝阳区,3-5年,本科,15k-30k,天使轮,五险一金 下午茶 带薪年假 年终奖
java工程师,北京新意互动数字技术有限公司,新意互动,500-2000人,北京,海淀区,3-5年,本科,15k-25k,上市公司,七险一金 氛围好
高级Java开发工程师（AICC）,北京捷通华声科技股份有限公司,捷通华声,150-500人,北京,海淀区,3-5年,本科,15k-30k,不需要融资,高新技术企业、技术大拿多、项目奖金
java开发工程师,北京景通科信科技有限公司,景通科信,50-150人,北京,海淀区,3-5年,本科,15k-20k,A轮,国际化团队、带薪年假、公司氛围好
JAVA开发工程师,云势天下（北京）软件有限公司,云势软件,150-500人,北京,朝阳区,3-5年,本科,22k-35k,A轮,"外企环境,企业软件,福利优渥,简单自主"
Java开发工程师,深圳金融科技研究院（中国人民银行金融科技研究院）,深圳金融科技研究院（中国人民银行金融科技研究院）,50-150人,北京,丰台区,3-5年,本科,25k-50k,不需要融资,参与研发国家级省部级大型项目，社会化薪酬
java开发工程师,达疆网络科技（上海）有限公司,达达-京东到家,2000人以上,北京,大兴区,3-5年,本科,17k-33k,D轮及以上,"新零售,扁平化管理,免费班车"
java开发工程师,路通世纪(中国)科技有限公司,汤森路透,2000人以上,北京,海淀区,1-3年,本科,15k-20k,上市公司,商业保险 免费班车 不打卡
Java研发工程师,深圳市优学链科技有限公司,优学链科技,15-50人,北京,昌平区,5-10年,本科,25k-40k,天使轮,区跨链行业，优秀团队，待遇丰厚
Java开发工程师,北京商越网络科技有限公司,商越网络,50-150人,北京,海淀区,3-5年,本科,20k-35k,天使轮,待遇优厚，薪资面谈。
java开发工程师,上海艾融软件股份有限公司,艾融股份,500-2000人,北京,海淀区,1-3年,本科,9k-15k,上市公司,周末双休；餐补；五险一金
java开发,北京掌上先机网络科技有限公司,掌上先机-旺店通ERP,500-2000人,北京,海淀区,1-3年,本科,11k-22k,不需要融资,股票期权，年底双薪，每年两次调薪
java开发工程师,北京世纪好未来教育科技有限公司,好未来,2000人以上,北京,海淀区,3-5年,本科,20k-35k,上市公司,六险一金，弹性工作，团队氛围好
java工程师,北京掌众科技有限公司,掌众集团,500-2000人,北京,海淀区,3-5年,本科,15k-25k,C轮,班车，五险一金，发展平台，福利待遇优厚
中级JAVA工程师,北京联龙博通电子商务技术有限公司,联龙博通,2000人以上,北京,昌平区,3-5年,本科,10k-15k,D轮及以上,"五险一金,节日福利,年终奖金,周末双休"
JAVA开发工程师,北京嘉和美康信息技术有限公司,嘉和美康,500-2000人,北京,海淀区,3-5年,本科,15k-20k,C轮,"五险一金,带薪年假,节日福卡,扁平化管理"
JAVA开发工程师（基础研发中心）,联通支付有限公司,联通支付有限公司,150-500人,北京,西城区,3-5年,本科,25k-35k,不需要融资,"五险一金、,五险一金、,五险一金、"
java开发工程师,北京千橡网景科技发展有限公司,人人公司,2000人以上,北京,朝阳区,1-3年,本科,12k-20k,上市公司,办公环境好，上市公司，弹性工作，优秀团队
java,信雅达系统工程股份有限公司,信雅达,2000人以上,北京,朝阳区,1-3年,本科,8k-16k,上市公司,"五险一金,餐补,节假日福利,带薪年假"
JAVA开发工程师,北京企企科技有限公司,企企,50-150人,北京,昌平区,3-5年,本科,15k-30k,未融资,"15薪,团队氛围好,晋升空间大"
Java工程师(J10506),北京仁科互动网络技术有限公司,销售易,500-2000人,北京,朝阳区,3-5年,本科,15k-20k,D轮及以上,硅谷大牛，外企氛围，行业标杆
Java研发工程师,北京粉笔未来科技有限公司,猿辅导,2000人以上,北京,朝阳区,1-3年,本科,20k-40k,D轮及以上,"7天年假,五一9天假,年度出国游"
java开发工程师,北京慧尔树科技有限公司,海豚思维,150-500人,北京,海淀区,3-5年,本科,18k-30k,A轮,hot行业，全部大牛，职业发展规划
java开发工程师,凡普金科集团有限公司,凡普金科,2000人以上,北京,东城区,3-5年,本科,20k-40k,不需要融资,发展空间大
Java开发工程师,北京锋巢信息技术有限公司,锋巢科技,150-500人,北京,朝阳区,3-5年,本科,15k-20k,不需要融资,"弹性工作,商业保险,五险一金"
java工程师,北京金山网络科技有限公司,猎豹移动,500-2000人,北京,朝阳区,1-3年,本科,15k-25k,上市公司,五险一金、年终奖、饭补、补充医疗保险等
JAVA开发工程师（清结算/金融能力/支付工具/商户）,联通支付有限公司,联通支付有限公司,150-500人,北京,西城区,3-5年,本科,25k-35k,不需要融资,五险一金、带薪年假、各种补助、年底奖金
Java工程师（项目交付方向）,昆仑智汇数据科技（北京）有限公司,K2DATA,150-500人,北京,海淀区,3-5年,本科,12k-20k,B轮,风口行业，行业第一梯队，扁平管理
JAVA开发工程师（风控）,凡普金科集团有限公司,凡普金科,2000人以上,北京,东城区,5-10年,本科,20k-30k,不需要融资,五险一金，补充医疗，扁平化管理
Java,世纪保众（北京）网络科技有限公司,大象保险,50-150人,北京,大兴区,3-5年,本科,15k-30k,A轮,环境好、老板nice、热门领域、高成长
Java开发工程师-03,北京希为科技有限公司,希为科技,50-150人,北京,海淀区,5-10年,本科,20k-30k,不需要融资,"14薪,发展空间,各种福利"
java开发工程师,信雅达系统工程股份有限公司,信雅达,2000人以上,北京,朝阳区,3-5年,本科,8k-15k,上市公司,"五险一金,带薪年假,节假日福利,年终奖"
Java研发工程师,新奥特(北京)视频技术有限公司,新奥特视频,500-2000人,北京,海淀区,3-5年,本科,13k-20k,上市公司,六险一金、午餐补助、带薪年假、节假日福利
Java,车好多旧机动车经纪（北京）有限公司,车好多集团,2000人以上,北京,朝阳区,3-5年,本科,18k-34k,D轮及以上,独角兽，大牛多，弹性工作，晋升空间
java开发工程师,北京泛鹏天地科技股份有限公司,泛鹏天地,500-2000人,北京,朝阳区,5-10年,本科,12k-18k,不需要融资,产品研发；领导NICE；工作氛围好！
java开发工程师,武汉佰钧成技术有限责任公司,武汉佰钧成技术有限公司,2000人以上,北京,朝阳区,3-5年,大专,12k-22k,不需要融资,环境好，稳定性强、平台好
java研发工程师,北京轩辕联科技有限公司,X.Y.Link,50-150人,北京,海淀区,不限,本科,15k-30k,A轮,氛围好
Java开发工程师 (J10547),北京仁科互动网络技术有限公司,销售易,500-2000人,北京,朝阳区,3-5年,本科,15k-25k,D轮及以上,五险一金，上市公司
资深Java开发工程师,中信百信银行股份有限公司,百信银行,150-500人,北京,朝阳区,3-5年,本科,25k-50k,不需要融资,福利待遇 发展前景
Java,北京商询科技有限公司,商询科技,50-150人,北京,朝阳区,3-5年,本科,20k-30k,A轮,"零食,地铁附近,五险一金"
Java工程师,北京弘合柏基金融信息服务有限责任公司,有利网,2000人以上,北京,海淀区,3-5年,本科,20k-40k,不需要融资,"年底奖金,环境优越,团队稳定,各种福利"
Java资深工程师,北京云梦网络科技有限公司,云梦网络,50-150人,北京,朝阳区,5-10年,本科,21k-30k,未融资,五险一金 弹性工作制 商业医疗补充险
Java 研发工程师,北京思源置地投资有限公司,思源科技,2000人以上,北京,朝阳区,3-5年,本科,15k-30k,不需要融资,"学习机会多,专业团队"
JAVA开发工程师（车联网）,上海蔚来汽车有限公司,NIO蔚来,2000人以上,北京,朝阳区,3-5年,本科,20k-40k,上市公司,"六险一金,弹性办公,租房补贴,学霸团队"
Java软件工程师(面向客户),北京新数科技有限公司,新数科技,50-150人,北京,朝阳区,1-3年,本科,9k-13k,A轮,五险一金、实力晋升、研发转型
java工程师,北京源梦伟业网络科技有限公司,源梦伟业,15-50人,北京,朝阳区,3-5年,大专,15k-25k,未融资,扁平化管理，团队nice
高级JAVA开发工程师,北京云动数字媒体技术有限公司,会小二网,150-500人,北京,朝阳区,5-10年,本科,20k-40k,B轮,行业领先、知名VC、精英团队、期权奖励
Java开发工程师,北京芯盾时代科技有限公司,Trusfort芯盾时代,150-500人,北京,海淀区,5-10年,本科,15k-30k,C轮,"五险一金,餐费补助,丰富的零食,节日福利"
Java开发工程师,北京网信金服信息科技有限公司,网信,500-2000人,北京,朝阳区,5-10年,本科,18k-35k,不需要融资,"团队氛围好,五险一金,补充医疗"
Java开发工程师,江苏疯狂小狗宠物用品有限公司,疯狂小狗,500-2000人,北京,朝阳区,5-10年,不限,20k-30k,A轮,弹性上班
Java开发工程师,北京无极慧通科技有限公司,无极慧通,50-150人,北京,海淀区,1-3年,本科,10k-18k,A轮,"广阔的发展,创业公司,浓厚的技术氛围"
java开发工程师,北京崔玉涛儿童健康管理中心有限公司,育学园,150-500人,北京,朝阳区,5-10年,本科,18k-30k,C轮,六险一金 年底双薪 绩效奖金
JAVA研发工程师,北京寰立铭宇信息技术有限公司,1758微游戏,15-50人,北京,西城区,1-3年,不限,8k-12k,A轮,"成长空间大,五险一金,福利多多,领导好"
JAVA开发工程师,泛华保险销售服务集团有限公司,泛华金融控股集团,500-2000人,北京,朝阳区,1-3年,本科,10k-15k,上市公司,"上市公司,带薪年假,薪资福利,发展平台"
Java开发工程师（支付方向）,联通支付有限公司,联通支付有限公司,150-500人,北京,西城区,5-10年,本科,15k-25k,不需要融资,"千万级用户,大数据平台"
java开发工程师,北京永航科技有限公司,QQ炫舞,500-2000人,北京,东城区,3-5年,本科,20k-40k,不需要融资,腾讯旗下游戏研发公司，氛围好
Java开发工程师（财经）,浙江齐聚科技有限公司北京分公司,齐聚科技（原呱呱视频）,150-500人,北京,东城区,5-10年,本科,15k-30k,C轮,"弹性工作,餐补奖金,五险一金,节日福利"
JAVA研发工程师,中国电信股份有限公司云计算分公司,中国电信云计算公司,500-2000人,北京,海淀区,3-5年,本科,25k-50k,上市公司,五险一金 发展空间 大企业
java开发工程师,算话智能科技有限公司,算话智能科技有限公司,50-150人,北京,朝阳区,1-3年,本科,10k-15k,B轮,"股权期权,绩效奖金,福利津贴,拓展旅游"
Java开发,北京千橡网景科技发展有限公司,人人公司,2000人以上,北京,朝阳区,3-5年,本科,20k-40k,上市公司,"领导好,弹性工作"
Java工程师&nbsp;,北京弘合柏基金融信息服务有限责任公司,有利网,2000人以上,北京,海淀区,5-10年,本科,18k-36k,不需要融资,"待遇优厚,公司稳定,领导人好"
java开发工程师,北京雷铭智信科技有限公司,雷铭科技,150-500人,北京,朝阳区,1-3年,本科,8k-13k,不需要融资,晋升大
Java开发工程师,华风爱科气象科技（北京）有限公司,华风爱科,15-50人,北京,海淀区,3-5年,本科,15k-25k,不需要融资,中美气象顶尖合作，技术够不够来了才知道
java开发工程师,联想（北京）有限公司,联想集团,2000人以上,北京,海淀区,3-5年,本科,14k-22k,上市公司,大平台 发展好
JAVA开发工程师,北京国双科技有限公司,Gridsum 国双,500-2000人,北京,海淀区,1-3年,本科,10k-15k,上市公司,"上市大数据,技术牛人多,年底奖金"
Java开发（支付行业）,易联汇华（北京）科技有限公司,易联汇华,500-2000人,北京,朝阳区,3-5年,本科,15k-25k,C轮,"十三薪,项目奖金,月度奖金,弹性工作"
Java开发工程师,北京猫眼文化传媒有限公司,猫眼电影,500-2000人,北京,东城区,3-5年,本科,15k-30k,未融资,六险一金，免费观影，艺人合作
Java中级开发工程师,北京千里马网信科技有限公司,千里马,500-2000人,北京,海淀区,3-5年,本科,13k-20k,不需要融资,发展空间大，带薪年假，年终奖
java开发工程师,信雅达系统工程股份有限公司,信雅达,2000人以上,北京,朝阳区,5-10年,本科,16k-25k,上市公司,绩效奖金 餐饮补贴 带薪年假 员工体检
Java开发工程师（北京）,东华软件股份公司,东华,2000人以上,北京,海淀区,1-3年,本科,10k-20k,上市公司,上市公司、五险一金、年终奖、弹性工作制
java开发,北京趣拿软件科技有限公司,去哪儿网,2000人以上,北京,海淀区,1-3年,本科,18k-30k,不需要融资,"全局视野,海量数据,业务多样,空间巨大"
java开发工程师（netty方向）,浙江齐聚科技有限公司北京分公司,齐聚科技（原呱呱视频）,150-500人,北京,东城区,5-10年,大专,20k-35k,C轮,五险一金 餐补 年假 节日福利
Java开发工程师-决策引擎,凡普金科集团有限公司,凡普金科,2000人以上,北京,东城区,3-5年,本科,20k-30k,不需要融资,发展空间大
中级Java开发工程师,北京四方启点科技有限公司,四方启点,150-500人,北京,海淀区,3-5年,本科,16k-21k,未融资,福利好、待遇佳、地铁周边
Java开发工程师,北京中关村融汇金融信息服务有限公司,惠金所,150-500人,北京,海淀区,3-5年,本科,19k-38k,不需要融资,扁平化管理、弹性工作时间、福利多
java工程师,卡友支付服务有限公司北京分公司,卡友北分,500-2000人,北京,朝阳区,3-5年,大专,15k-23k,不需要融资,五险一金、双休、国外旅游、绩效奖金
高级java开发工程师（支付）,北京世纪好未来教育科技有限公司,好未来,2000人以上,北京,海淀区,5-10年,本科,30k-50k,上市公司,平台好
Java 开发工程师-预付卡方向,杭州有赞科技有限公司,有赞,2000人以上,北京,朝阳区,5-10年,本科,18k-35k,上市公司,业务挑战大 扁平化管理
java开发工程师,北京千橡网景科技发展有限公司,人人公司,2000人以上,北京,朝阳区,3-5年,本科,20k-30k,上市公司,大牛云集、季度奖金、弹性上班、班车
中级Java工程师,北京好车多多信息科技有限公司,车多多,2000人以上,北京,朝阳区,3-5年,本科,15k-25k,B轮,五险一金 弹性工作 下午茶
JAVA软件开发,北京新数科技有限公司,新数科技,50-150人,北京,朝阳区,1-3年,本科,9k-18k,A轮,非外包，核心产品开发，技术公司，快速发展
高级java工程师,北京大米未来科技有限公司,VIPKID,2000人以上,北京,朝阳区,5-10年,本科,25k-43k,D轮及以上,年底双薪，六险一金，弹性工作
java开发工程师,脚印兄弟(北京)信息科技有限责任公司,悟空租车,150-500人,北京,东城区,5-10年,本科,18k-25k,B轮,福利待遇好，晋升空间大
Java开发工程师,传易互动游戏科技（北京）有限公司,传易,150-500人,北京,海淀区,3-5年,硕士,20k-40k,不需要融资,免费班车福利.健身房福利，食堂福利
JAVA开发工程师,泛华保险销售服务集团有限公司,泛华金融控股集团,500-2000人,北京,朝阳区,1-3年,本科,12k-16k,上市公司,"上市公司,五险一金,带薪年假,薪酬福利"
Java开发工程师（大数据方向）,和信电子商务有限公司,和信贷,150-500人,北京,朝阳区,3-5年,不限,15k-30k,上市公司,"扁平化管理,每月团建,员工旅游"
Java开发工程师（支付方向）,北京农信互联科技集团有限公司,农信互联,500-2000人,北京,海淀区,3-5年,本科,10k-15k,B轮,"六险一金,带薪年假,股票期权,年底奖金"
java,北京莱熙科技有限公司,RC PLATFORM,50-150人,北京,朝阳区,3-5年,大专,18k-35k,不需要融资,"奖金丰厚,弹性工作,期权激励,非996"
java开发工程师,乐融致新电子科技（北京）有限公司,乐融集团,2000人以上,北京,朝阳区,3-5年,不限,15k-25k,上市公司,六险一金、带薪年假
资深java工程师,北京车和家信息技术有限责任公司,车和家,2000人以上,北京,朝阳区,3-5年,本科,15k-30k,B轮,"扁平化管理,六险一金,团队氛围好,公司发展好"
Java工程师,凤凰飞扬（北京）新媒体信息技术有限公司,凤凰网,2000人以上,北京,朝阳区,3-5年,本科,15k-25k,上市公司,团队扁平化、股票期权、上市公司
高级java开发工程师,企家有道网络技术（北京）有限公司,薪人薪事,150-500人,北京,朝阳区,5-10年,本科,20k-35k,C轮,"年终多薪,技术氛围浓,公司前景好,福利好"
Java开发工程师,龙船（北京）科技有限公司,龙船（北京）科技有限公司,15-50人,北京,海淀区,3-5年,本科,15k-25k,A轮,"五险一金,加班补助,年度体检"
JAVA(UDS),上海蔚来汽车有限公司,NIO蔚来,2000人以上,北京,朝阳区,3-5年,本科,20k-40k,上市公司,"六险一金,弹性办公,租房补贴,学霸团队"
java开发工程师,滨海（天津）金融资产交易中心股份有限公司,滨海金融,50-150人,北京,西城区,1-3年,本科,20k-40k,不需要融资,灵活打卡 绩效奖金 双休
Java开发工程师,北京怡合春天科技有限公司,本木医疗,50-150人,北京,朝阳区,5-10年,本科,25k-35k,不需要融资,"薪资高,福利多"
Java开发工程师,联想（北京）有限公司,联想集团,2000人以上,北京,海淀区,3-5年,本科,16k-32k,上市公司,大平台，待遇优，流程完整
JAVA研发工程师,北京未来橙网络科技有限公司,快陪练,150-500人,北京,朝阳区,1-3年,本科,15k-30k,A轮,"五险一金,年底双薪,带薪年假,晋升空间"
java工程师,北京环球兴学科技发展有限公司,环球网校（YY旗下）,500-2000人,北京,海淀区,5-10年,本科,15k-25k,C轮,互联网教育，学习型组织，核心技术人员
java开发工程师,北京太古代科技有限公司,太古代科技,50-150人,北京,海淀区,3-5年,本科,30k-50k,B轮,创业型公司，风投B轮，福利好，待遇优
java 工程师,深圳市赢时胜信息技术股份有限公司,赢时胜软件,500-2000人,北京,朝阳区,3-5年,本科,10k-18k,上市公司,带薪年假，团队旅游，加班费，补贴
java技术专家,高德软件有限公司,阿里巴巴-高德,2000人以上,北京,朝阳区,3-5年,不限,25k-50k,上市公司,大平台，待遇好，空间大，16薪
